style_picture_name,content_picture_name,created_at,learning_rate,Beta_1,epochs,style_weight,content_weight,output_name,time_to_output,content_layers,style_layers,success
teddy_sue_charles.jpg,IMAG0715.jpg,2020-09-22,0.00475645173798924,0.7692902496658381,7,0.0001,0.1,2020-09-22.jpg,2814.0695807933807,"['block4_conv2', 'block5_conv2']","['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv2']",True
jeune-fille-dans-le-jardin-de-giverny.jpg,IMG_2934.JPG,2020-09-22,0.001353887571750199,0.5021165330224756,10,0.1,0.01,2020-09-22.jpg,380.404577255249,['block4_conv2'],"['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv3', 'block4_conv3']",False
llamada.jpg,IMAG0715.jpg,2020-09-22,0.004300005235917643,0.8697182549637762,6,1e-05,10000.0,2020-09-22.jpg,395.10158109664917,"['block5_conv2', 'block3_conv3']","['block1_conv1', 'block2_conv1', 'block3_conv1', 'block4_conv1', 'block5_conv1']",False
retrato_adele_bloch_bauer.jpg,IMG_5438.JPG,2020-09-22,0.0032643137498586526,0.5513074984046306,9,0.001,1000.0,2020-09-22.jpg,135.09499621391296,['block5_conv3'],"['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv2']",False
young-peasant-in-blue.jpg,IMG_2925.JPG,2020-09-22,0.04582955368470572,0.8497302685110177,6,1e-06,10000.0,2020-09-22.jpg,133.15225911140442,['block5_conv2'],"['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",False
portrait_of_haney.jpg,IMG_6127.JPG,2020-09-22,0.004668736691612682,0.7027303812566821,7,0.01,1000000.0,2020-09-22.jpg,132.04992985725403,['block5_conv2'],"['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv2']",False
matmoe.jpg,IMG_0510.JPG,2020-09-22,0.003972500792373011,0.6424196945431978,3,0.1,1000.0,2020-09-22.jpg,129.47131419181824,"['block5_conv2', 'block3_conv3']","['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv2']",False
el_viejo_guitarrista_ciego.jpg,IMG_5438.JPG,2020-09-22,0.006561946312678882,0.8497109097269724,5,0.001,10.0,2020-09-22.jpg,642.1252539157867,"['block4_conv2', 'block5_conv2']","['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",False
llamada.jpg,IMG_6858.JPG,2020-09-22,0.0070163295255213165,0.5072276343654379,9,0.1,1000.0,2020-09-22.jpg,938.4147279262543,"['block4_conv2', 'block5_conv2']","['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv3', 'block4_conv3']",False
lujo_calma_vuluptuosidad.jpg,IMG_5438.JPG,2020-09-22,0.002567963588704935,0.7386871548118996,9,1e-06,100.0,2020-09-22.jpg,421.4693913459778,['block5_conv3'],"['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv3', 'block4_conv3']",False
el_viejo_guitarrista_ciego.jpg,IMG_2851.JPG,2020-09-22,0.0015830987622307171,0.8561447964282691,3,1e-06,1000.0,2020-09-22.jpg,1520.6019387245178,['block5_conv2'],"['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",True
teddy_sue_charles.jpg,IMG_6278.JPG,2020-09-22,0.008670317639595656,0.6182969577816715,8,0.001,1.0,2020-09-22.jpg,141.79041004180908,"['block4_conv2', 'block5_conv2']","['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv2']",False
el_viejo_guitarrista_ciego.jpg,IMG_6127.JPG,2020-09-22,0.004808072829342677,0.7026829254526887,3,0.001,10000.0,2020-09-22.jpg,411.8232650756836,['block5_conv3'],"['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",False
vision_del_apocalipsis.jpg,IMG_5438.JPG,2020-09-22,0.00435992234879564,0.6564475491117319,9,0.0001,10.0,2020-09-22.jpg,142.13590025901794,['block5_conv2'],"['block1_conv1', 'block2_conv1', 'block1_conv2', 'block2_conv2', 'block3_conv3', 'block4_conv3']",False
jmw_turner.jpg,IMG_1782.JPG,2020-09-22,0.003934376050584755,0.7581142031851343,4,1e-05,10000.0,2020-09-22.jpg,177.94899559020996,['block4_conv2'],"['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",False
autoretrato_atl.jpg,cd415562-40e0-4544-9dc9-81102117cf62.JPG,2020-09-22,0.001081705850790301,0.5703160049190608,5,1e-06,1.0,2020-09-22.jpg,2463.9278104305267,['block4_conv2'],"['block1_conv1', 'block2_conv1', 'block3_conv1', 'block4_conv1', 'block5_conv1']",True
vision_del_apocalipsis.jpg,IMG_1782.JPG,2020-09-22,0.0034850650647970413,0.5827665119006996,5,1.0,10000.0,2020-09-22.jpg,164.27051067352295,"['block4_conv2', 'block5_conv2']","['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",False
autoretrato_atl.jpg,IMG_7439.JPG,2020-09-22,0.005436255810611988,0.8789726752141203,8,1.0,10000.0,2020-09-22.jpg,4310.827743768692,"['block5_conv2', 'block3_conv3']","['block1_conv2', 'block2_conv2', 'block3_conv2', 'block4_conv2', 'block5_conv2']",True
